prefecture,municipality,districtName,tradePrice,floorPlan,area,buildingYear,structure,cityPlanning,period,renovation
東京都,世田谷区,大原,23000000,１Ｋ,25,平成17年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,大原,23000000,１Ｋ,20,平成12年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,大原,23000000,１Ｋ,20,平成15年,ＲＣ,近隣商業地域,2020年第１四半期,
東京都,世田谷区,岡本,61000000,３ＬＤＫ,75,平成28年,ＲＣ,第２種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,岡本,62000000,,95,昭和60年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,岡本,23000000,３ＬＤＫ,70,昭和53年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,47000000,１ＬＤＫ,50,平成23年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,11000000,１Ｋ,15,昭和59年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,41000000,１ＤＫ,30,,,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,11000000,１Ｋ,15,昭和59年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,43000000,１ＤＫ,35,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,5400000,１Ｋ,15,昭和59年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,31000000,１Ｋ,25,平成26年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,奥沢,36000000,２ＤＫ,50,昭和51年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,奥沢,32000000,１Ｋ,25,平成26年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,50000000,３ＬＤＫ,70,平成16年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,粕谷,46000000,２ＬＤＫ,60,平成22年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,53000000,２ＬＤＫ,70,平成22年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,41000000,２ＬＤＫ,80,平成2年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,49000000,３ＬＤＫ,70,平成13年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,46000000,２ＬＤＫ,65,平成11年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,61000000,３ＬＤＫ,70,平成25年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,粕谷,40000000,,70,平成16年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,10000000,１Ｒ,15,昭和63年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,
東京都,世田谷区,上馬,21000000,１Ｋ,25,平成9年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,24000000,１Ｋ,20,平成18年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,24000000,１ＬＤＫ,35,昭和45年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,上馬,42000000,２ＬＤＫ,55,平成8年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,29000000,１Ｋ,25,平成26年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,27000000,１Ｋ,25,平成23年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,16000000,１Ｋ,20,平成3年,ＳＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,54000000,２ＬＤＫ,60,平成11年,ＳＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,上馬,18000000,１Ｋ,20,平成5年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,21000000,１ＤＫ,20,昭和60年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,上馬,74000000,３ＬＤＫ,75,平成18年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,上馬,11000000,１Ｋ,15,平成3年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上北沢,25000000,１ＬＤＫ,20,平成12年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,上北沢,9100000,,15,昭和60年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上祖師谷,39000000,３ＬＤＫ,65,平成7年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,上祖師谷,42000000,３ＬＤＫ,65,平成7年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上祖師谷,55000000,２ＬＤＫ,75,平成12年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上野毛,50000000,２ＬＤＫ,55,平成21年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上野毛,66000000,３ＬＤＫ,70,平成23年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,上野毛,15000000,,20,平成6年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,上野毛,24000000,１Ｋ,25,平成16年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,上野毛,26000000,１Ｋ,25,平成25年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,上野毛,65000000,３ＬＤＫ,60,平成25年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,上用賀,34000000,２ＬＤＫ,60,昭和53年,ＳＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上用賀,49000000,２ＬＤＫ,75,昭和47年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,上用賀,63000000,２ＬＤＫ,90,平成4年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,上用賀,64000000,３ＬＤＫ,45,平成21年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,上用賀,62000000,３ＬＤＫ,85,昭和57年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北烏山,50000000,３ＬＤＫ,75,平成17年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北烏山,48000000,３ＬＤＫ,60,平成6年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,北烏山,29000000,,55,昭和50年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北烏山,50000000,４ＬＤＫ,90,平成17年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北烏山,64000000,４ＬＤＫ,80,平成17年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北烏山,31000000,２ＬＤＫ,55,平成15年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北沢,56000000,３ＬＤＫ,80,平成10年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,北沢,26000000,１Ｋ,30,平成16年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,北沢,17000000,１Ｋ,20,平成8年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,北沢,33000000,１ＤＫ,45,,,,2020年第１四半期,未改装
東京都,世田谷区,砧,70000000,１ＬＤＫ,65,平成24年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,砧,34000000,１ＬＤＫ,35,平成28年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,砧,62000000,３ＬＤＫ,65,平成29年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,砧,47000000,１ＬＤＫ＋Ｓ,55,平成24年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,砧,36000000,２ＬＤＫ,55,平成10年,ＲＣ,第２種住居地域,2020年第１四半期,改装済
東京都,世田谷区,砧,94000000,２ＬＤＫ,100,平成3年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,給田,47000000,３ＬＤＫ,75,平成21年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,経堂,48000000,３ＬＤＫ,90,平成13年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,世田谷区,経堂,83000000,３ＬＤＫ,110,平成2年,ＲＣ,準工業地域,2020年第１四半期,改装済
東京都,世田谷区,経堂,8300000,１Ｋ,15,昭和61年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,経堂,40000000,２ＬＤＫ,45,昭和61年,ＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,豪徳寺,26000000,１Ｋ,25,平成19年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,駒沢,14000000,１ＬＤＫ,45,昭和43年,鉄骨造,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,駒沢,26000000,１Ｋ,20,平成26年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,駒沢,45000000,１ＬＤＫ,35,平成25年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,駒沢,29000000,１Ｋ,25,平成24年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,駒沢,17000000,１Ｋ,20,平成13年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,桜丘,54000000,３ＬＤＫ,75,平成5年,ＳＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,桜丘,36000000,３ＬＤＫ,55,昭和59年,ＲＣ,準住居地域,2020年第１四半期,改装済
東京都,世田谷区,桜上水,63000000,３ＬＤＫ,65,平成28年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,桜上水,70000000,３ＬＤＫ,65,平成28年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,桜上水,64000000,３ＬＤＫ,65,平成28年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,桜上水,66000000,３ＬＤＫ,65,平成28年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,桜上水,76000000,３ＬＤＫ,70,平成27年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,桜上水,55000000,２ＬＤＫ＋Ｓ,70,平成9年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,桜上水,41000000,１ＬＤＫ,35,平成29年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,桜新町,95000000,２ＤＫ,90,平成9年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,世田谷区,三軒茶屋,38000000,２ＬＤＫ,40,昭和53年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,三軒茶屋,29000000,１Ｋ,25,平成15年,ＳＲＣ,商業地域,2020年第１四半期,
東京都,世田谷区,三軒茶屋,17000000,１ＤＫ,25,昭和46年,ＳＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,三軒茶屋,28000000,１Ｋ,20,平成15年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,三軒茶屋,53000000,２ＤＫ,55,平成15年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,三軒茶屋,29000000,１ＬＤＫ,35,昭和53年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,三軒茶屋,60000000,２ＬＤＫ,50,平成7年,ＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,三軒茶屋,75000000,３ＬＤＫ,65,平成26年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,下馬,27000000,１Ｋ,25,平成16年,ＲＣ,第２種住居地域,2020年第１四半期,改装済
東京都,世田谷区,下馬,76000000,１ＬＤＫ,60,平成14年,ＲＣ,近隣商業地域,2020年第１四半期,
東京都,世田谷区,下馬,110000000,３ＬＤＫ,90,平成18年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,下馬,43000000,１ＬＤＫ,55,昭和43年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,下馬,32000000,２ＬＤＫ,45,,ＲＣ,第２種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,下馬,62000000,３ＬＤＫ,70,平成10年,ＳＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,新町,51000000,３ＬＤＫ,70,平成15年,鉄骨造,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,新町,22000000,１Ｋ,20,平成16年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,成城,24000000,３ＬＤＫ,50,昭和51年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,
東京都,世田谷区,成城,68000000,３ＬＤＫ,95,平成15年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,瀬田,63000000,３ＬＤＫ,70,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,瀬田,69000000,３ＬＤＫ,70,平成16年,ＲＣ,第２種低層住居専用地域,2020年第１四半期,
東京都,世田谷区,瀬田,130000000,３ＬＤＫ,90,平成11年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,瀬田,43000000,３ＬＤＫ,80,昭和45年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,瀬田,140000000,４ＬＤＫ,115,平成11年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,瀬田,82000000,３ＬＤＫ,80,平成18年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,瀬田,84000000,３ＬＤＫ,75,平成18年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,世田谷,27000000,１ＤＫ,30,平成13年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,世田谷,36000000,１ＤＫ,40,平成16年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,代沢,71000000,３ＬＤＫ,65,平成19年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,代沢,110000000,,70,平成26年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,代沢,61000000,２ＤＫ,65,平成9年,ＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,代沢,58000000,１ＬＤＫ,40,平成24年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,代沢,48000000,３ＬＤＫ,70,平成2年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,代沢,110000000,３ＬＤＫ,70,平成24年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,代沢,28000000,１Ｋ,25,平成24年,ＲＣ,近隣商業地域,2020年第１四半期,
東京都,世田谷区,太子堂,78000000,３ＬＤＫ,70,平成25年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,太子堂,22000000,１Ｋ,20,平成12年,ＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,太子堂,17000000,１Ｋ,25,平成12年,ＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,太子堂,20000000,１Ｋ,20,平成10年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,代田,29000000,１Ｋ,25,平成23年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,代田,68000000,２ＬＤＫ,75,平成20年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,玉川,86000000,３ＬＤＫ,80,平成14年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,玉川,60000000,１ＬＤＫ,45,平成22年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,玉川台,79000000,３ＬＤＫ,75,平成14年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,玉川台,35000000,１ＤＫ,35,平成11年,ＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,玉川台,28000000,１ＤＫ,25,平成16年,ＲＣ,準住居地域,2020年第１四半期,改装済
東京都,世田谷区,玉川台,76000000,２ＬＤＫ,85,平成19年,ＲＣ,第２種住居地域,2020年第１四半期,未改装
東京都,世田谷区,玉川台,25000000,１Ｋ,20,平成26年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,玉川台,68000000,２ＬＤＫ,70,平成19年,ＲＣ,第２種住居地域,2020年第１四半期,改装済
東京都,世田谷区,玉川台,28000000,１Ｋ,25,平成26年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,玉堤,39000000,３ＬＤＫ,70,平成12年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,玉堤,24000000,１Ｋ,25,,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,玉堤,44000000,３ＬＤＫ,60,平成6年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,千歳台,48000000,２ＬＤＫ,60,平成24年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,千歳台,60000000,３ＬＤＫ,70,平成21年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,
東京都,世田谷区,千歳台,14000000,１Ｋ,15,平成11年,ＳＲＣ,第２種住居地域,2020年第１四半期,未改装
東京都,世田谷区,千歳台,46000000,３ＬＤＫ,75,平成14年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,千歳台,44000000,,70,平成14年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,39000000,２ＬＤＫ,55,昭和52年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,弦巻,74000000,３ＬＤＫ,90,平成9年,ＳＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,弦巻,56000000,１ＬＤＫ,50,平成23年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,46000000,２ＬＤＫ,60,平成13年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,59000000,３ＬＤＫ,70,平成12年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,68000000,４ＬＤＫ,90,平成3年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,10000000,１Ｋ,15,平成3年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,27000000,１ＬＤＫ,30,平成4年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,弦巻,57000000,２ＬＤＫ,65,平成15年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,54000000,３ＬＤＫ,70,平成14年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,42000000,３ＬＤＫ,75,昭和59年,ＲＣ,準工業地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,22000000,２ＤＫ,50,昭和60年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,
東京都,世田谷区,弦巻,54000000,２ＬＤＫ＋Ｓ,65,平成11年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,弦巻,73000000,３ＬＤＫ,85,平成12年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,弦巻,63000000,３ＬＤＫ,65,平成13年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,等々力,77000000,３ＬＤＫ,85,平成11年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,等々力,81000000,１ＬＤＫ＋Ｓ,70,平成23年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,等々力,42000000,３ＬＤＫ,60,平成6年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,等々力,50000000,１ＬＤＫ＋Ｓ,55,平成7年,ＲＣ,第２種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,等々力,60000000,２ＤＫ,65,平成24年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,等々力,63000000,２ＬＤＫ,70,平成12年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,等々力,11000000,１Ｋ,15,昭和63年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,等々力,80000000,２ＬＤＫ,70,平成25年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,等々力,64000000,３ＬＤＫ,80,平成15年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,野毛,56000000,２ＬＤＫ,75,平成14年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,野沢,31000000,１ＬＤＫ,45,昭和45年,ＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,野沢,36000000,１ＬＤＫ,45,昭和45年,ＲＣ,第１種住居地域,2020年第１四半期,改装済
東京都,世田谷区,野沢,75000000,３ＬＤＫ,65,平成27年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,野沢,69000000,２ＬＤＫ,70,平成14年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,野沢,50000000,２ＬＤＫ,65,平成11年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,野沢,74000000,３ＬＤＫ,70,平成27年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,野沢,79000000,３ＬＤＫ,65,平成24年,ＳＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,八幡山,37000000,３ＬＤＫ,65,平成15年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,八幡山,48000000,３ＬＤＫ,65,平成15年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,羽根木,38000000,２ＬＤＫ,65,昭和59年,ＲＣ,近隣商業地域,2020年第１四半期,未改装
東京都,世田谷区,羽根木,15000000,１Ｋ,15,平成4年,ＲＣ,準住居地域,2020年第１四半期,改装済
東京都,世田谷区,羽根木,48000000,３ＬＤＫ,60,平成16年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,深沢,59000000,３ＬＤＫ,80,,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,深沢,79000000,２ＤＫ,80,平成16年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,船橋,49000000,３ＬＤＫ,70,平成22年,ＲＣ,第２種住居地域,2020年第１四半期,改装済
東京都,世田谷区,船橋,60000000,３ＬＤＫ,65,平成26年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,船橋,55000000,２ＬＤＫ,60,平成26年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,船橋,39000000,２ＬＤＫ,60,平成6年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,船橋,25000000,１Ｋ,25,平成24年,ＲＣ,第２種住居地域,2020年第１四半期,未改装
東京都,世田谷区,松原,27000000,１ＤＫ,30,平成21年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,松原,75000000,２ＬＤＫ,75,平成26年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,松原,50000000,３ＬＤＫ,75,平成14年,ＲＣ,第１種低層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,松原,71000000,３ＬＤＫ,70,平成9年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,松原,23000000,２ＬＤＫ,40,昭和48年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,松原,23000000,１ＬＤＫ,40,昭和44年,ＳＲＣ,商業地域,2020年第１四半期,改装済
東京都,世田谷区,松原,31000000,２ＬＤＫ,65,昭和50年,ＳＲＣ,商業地域,2020年第１四半期,未改装
東京都,世田谷区,三宿,46000000,１ＬＤＫ,40,平成10年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,三宿,75000000,３ＬＤＫ,60,平成30年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,三宿,19000000,１Ｋ,15,平成10年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,三宿,33000000,１Ｋ,25,平成31年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,三宿,33000000,１Ｋ,25,平成31年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,南烏山,11000000,１Ｋ,15,昭和59年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,南烏山,10000000,１Ｋ,15,昭和60年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,南烏山,6400000,１Ｋ,15,昭和60年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,南烏山,7800000,１Ｋ,15,昭和60年,ＲＣ,第１種住居地域,2020年第１四半期,未改装
東京都,世田谷区,南烏山,25000000,３ＬＤＫ,55,昭和54年,ＲＣ,近隣商業地域,2020年第１四半期,
東京都,世田谷区,南烏山,38000000,３ＬＤＫ,65,昭和52年,ＳＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,南烏山,37000000,２ＬＤＫ,50,昭和54年,ＲＣ,近隣商業地域,2020年第１四半期,改装済
東京都,世田谷区,宮坂,98000000,２ＬＤＫ,90,昭和64年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,未改装
東京都,世田谷区,宮坂,92000000,３ＬＤＫ,90,昭和64年,ＲＣ,第１種中高層住居専用地域,2020年第１四半期,改装済
東京都,世田谷区,用賀,44000000,２ＬＤＫ,60,平成16年,ＲＣ,準住居地域,2020年第１四半期,未改装
東京都,世田谷区,用賀,52000000,２ＬＤＫ,60,平成16年,ＲＣ,準住居地域,2020年第１四半期,未改装
東京都,世田谷区,用賀,32000000,１ＤＫ,40,平成13年,ＲＣ,準住居地域,2020年第１四半期,未改装
東京都,世田谷区,用賀,24000000,１Ｋ,25,平成13年,ＲＣ,準住居地域,2020年第１四半期,改装済
